Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,SN,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percentage,Timestamp
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,1,AMINUR RASHID CHOUDHURY,Indian National Congress,0,0,0,0.0,2026-05-04 09:21:06
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,2,EKBAL HUSSAIN,Asom Gana Parishad,0,0,0,0.0,2026-05-04 09:21:06
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,3,SHIHAB UDDIN,All India United Democratic Front,0,0,0,0.0,2026-05-04 09:21:06
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,4,AZIZ AHMED KHAN,All India Trinamool Congress,0,0,0,0.0,2026-05-04 09:21:06
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,5,RUPOSRI GOSWAMI,Socialist Unity Centre Of India (COMMUNIST),0,0,0,0.0,2026-05-04 09:21:06
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,6,ASAD UDDIN AHMED,Independent,0,0,0,0.0,2026-05-04 09:21:06
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,7,ABU NOSOR MD ILIAS,Independent,0,0,0,0.0,2026-05-04 09:21:06
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,8,ABDUR RAHIM CHOUDHURY,Independent,0,0,0,0.0,2026-05-04 09:21:06
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,9,MOHAMMED ALTAF HUSSAIN,Independent,0,0,0,0.0,2026-05-04 09:21:06
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,10,PRANAB KUMAR NATH,Independent,0,0,0,0.0,2026-05-04 09:21:06
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,11,FOYAZ AHMED,Independent,0,0,0,0.0,2026-05-04 09:21:06
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,12,BAHARUL ISLAM,Independent,0,0,0,0.0,2026-05-04 09:21:06
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,13,BIPLAB DAS,Independent,0,0,0,0.0,2026-05-04 09:21:06
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,14,MD RIZWAN AHMED,Independent,0,0,0,0.0,2026-05-04 09:21:06
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,15,RUHAN DUTTA,Independent,0,0,0,0.0,2026-05-04 09:21:06
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,16,NOTA,None of the Above,0,0,0,0.0,2026-05-04 09:21:06
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,1,AMINUR RASHID CHOUDHURY,Indian National Congress,4620,0,4620,57.23,2026-05-04 05:07:47
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,2,EKBAL HUSSAIN,Asom Gana Parishad,1804,0,1804,22.35,2026-05-04 05:07:47
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,3,SHIHAB UDDIN,All India United Democratic Front,67,0,67,0.83,2026-05-04 05:07:47
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,4,AZIZ AHMED KHAN,All India Trinamool Congress,1242,0,1242,15.38,2026-05-04 05:07:47
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,5,RUPOSRI GOSWAMI,Socialist Unity Centre Of India (COMMUNIST),20,0,20,0.25,2026-05-04 05:07:47
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,6,ASAD UDDIN AHMED,Independent,6,0,6,0.07,2026-05-04 05:07:47
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,7,ABU NOSOR MD ILIAS,Independent,9,0,9,0.11,2026-05-04 05:07:47
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,8,ABDUR RAHIM CHOUDHURY,Independent,11,0,11,0.14,2026-05-04 05:07:47
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,9,MOHAMMED ALTAF HUSSAIN,Independent,9,0,9,0.11,2026-05-04 05:07:47
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,10,PRANAB KUMAR NATH,Independent,24,0,24,0.3,2026-05-04 05:07:47
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,11,FOYAZ AHMED,Independent,16,0,16,0.2,2026-05-04 05:07:47
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,12,BAHARUL ISLAM,Independent,41,0,41,0.51,2026-05-04 05:07:47
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,13,BIPLAB DAS,Independent,30,0,30,0.37,2026-05-04 05:07:47
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,14,MD RIZWAN AHMED,Independent,64,0,64,0.79,2026-05-04 05:07:47
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,15,RUHAN DUTTA,Independent,34,0,34,0.42,2026-05-04 05:07:47
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,16,NOTA,None of the Above,76,0,76,0.94,2026-05-04 05:07:47
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,1,AMINUR RASHID CHOUDHURY,Indian National Congress,9761,0,9761,60.07,2026-05-04 06:52:59
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,2,EKBAL HUSSAIN,Asom Gana Parishad,3700,0,3700,22.77,2026-05-04 06:52:59
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,3,SHIHAB UDDIN,All India United Democratic Front,151,0,151,0.93,2026-05-04 06:52:59
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,4,AZIZ AHMED KHAN,All India Trinamool Congress,2043,0,2043,12.57,2026-05-04 06:52:59
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,5,RUPOSRI GOSWAMI,Socialist Unity Centre Of India (COMMUNIST),40,0,40,0.25,2026-05-04 06:52:59
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,6,ASAD UDDIN AHMED,Independent,12,0,12,0.07,2026-05-04 06:52:59
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,7,ABU NOSOR MD ILIAS,Independent,17,0,17,0.1,2026-05-04 06:52:59
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,8,ABDUR RAHIM CHOUDHURY,Independent,25,0,25,0.15,2026-05-04 06:52:59
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,9,MOHAMMED ALTAF HUSSAIN,Independent,13,0,13,0.08,2026-05-04 06:52:59
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,10,PRANAB KUMAR NATH,Independent,37,0,37,0.23,2026-05-04 06:52:59
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,11,FOYAZ AHMED,Independent,21,0,21,0.13,2026-05-04 06:52:59
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,12,BAHARUL ISLAM,Independent,60,0,60,0.37,2026-05-04 06:52:59
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,13,BIPLAB DAS,Independent,44,0,44,0.27,2026-05-04 06:52:59
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,14,MD RIZWAN AHMED,Independent,127,0,127,0.78,2026-05-04 06:52:59
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,15,RUHAN DUTTA,Independent,62,0,62,0.38,2026-05-04 06:52:59
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,16,NOTA,None of the Above,136,0,136,0.84,2026-05-04 06:52:59
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,1,AMINUR RASHID CHOUDHURY,Indian National Congress,14871,0,14871,58.65,2026-05-04 07:22:46
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,2,EKBAL HUSSAIN,Asom Gana Parishad,6672,0,6672,26.31,2026-05-04 07:22:46
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,3,SHIHAB UDDIN,All India United Democratic Front,202,0,202,0.8,2026-05-04 07:22:46
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,4,AZIZ AHMED KHAN,All India Trinamool Congress,2742,0,2742,10.81,2026-05-04 07:22:46
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,5,RUPOSRI GOSWAMI,Socialist Unity Centre Of India (COMMUNIST),45,0,45,0.18,2026-05-04 07:22:46
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,6,ASAD UDDIN AHMED,Independent,14,0,14,0.06,2026-05-04 07:22:46
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,7,ABU NOSOR MD ILIAS,Independent,34,0,34,0.13,2026-05-04 07:22:46
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,8,ABDUR RAHIM CHOUDHURY,Independent,39,0,39,0.15,2026-05-04 07:22:46
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,9,MOHAMMED ALTAF HUSSAIN,Independent,19,0,19,0.07,2026-05-04 07:22:46
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,10,PRANAB KUMAR NATH,Independent,66,0,66,0.26,2026-05-04 07:22:46
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,11,FOYAZ AHMED,Independent,30,0,30,0.12,2026-05-04 07:22:46
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,12,BAHARUL ISLAM,Independent,79,0,79,0.31,2026-05-04 07:22:46
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,13,BIPLAB DAS,Independent,70,0,70,0.28,2026-05-04 07:22:46
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,14,MD RIZWAN AHMED,Independent,198,0,198,0.78,2026-05-04 07:22:46
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,15,RUHAN DUTTA,Independent,94,0,94,0.37,2026-05-04 07:22:46
2026_RESULTS,Assam,S03,124,S03-124,KARIMGANJ SOUTH,16,NOTA,None of the Above,182,0,182,0.72,2026-05-04 07:22:46
