Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,Leading_Candidate,Leading_Party,Trailing_Candidate,Trailing_Party,Margin,Round,Status,Timestamp
2026_RESULTS,West Bengal,S25,172,S25-172,SHIBPUR,RUDRANIL GHOSH,Bharatiya Janata Party,DR. RANA CHATTERJEE,All India Trinamool Congress,15739,17/19,Result in Progress,2026-05-04 11:55:39
2026_RESULTS,West Bengal,S25,166,S25-166,SHYAMPUKUR,PURNIMA CHAKRABORTY,Bharatiya Janata Party,SHASHI PANJA,All India Trinamool Congress,14633,21/21,Result in Progress,2026-05-04 11:55:39
2026_RESULTS,West Bengal,S25,179,S25-179,SHYAMPUR,DR. HIRANMOY CHATTOPADHYAYA (HIRAAN),Bharatiya Janata Party,NADEBASI JANA,All India Trinamool Congress,12174,12/17,Result in Progress,2026-05-04 11:55:39
2026_RESULTS,West Bengal,S25,26,S25-026,SILIGURI,SHANKAR GHOSH,Bharatiya Janata Party,GOUTAM DEB,All India Trinamool Congress,61994,10/14,Result in Progress,2026-05-04 11:55:39
2026_RESULTS,West Bengal,S25,188,S25-188,SINGUR,ARUP KUMAR DAS,Bharatiya Janata Party,BECHARAM MANNA,All India Trinamool Congress,22119,16/21,Result in Progress,2026-05-04 11:55:39
2026_RESULTS,West Bengal,S25,6,S25-006,SITAI,ASHUTOSH BARMA,Bharatiya Janata Party,SANGITA ROY,All India Trinamool Congress,23788,19/23,Result in Progress,2026-05-04 11:55:39
2026_RESULTS,West Bengal,S25,5,S25-005,SITALKUCHI,SABITRI BARMAN,Bharatiya Janata Party,HARIHAR DAS,All India Trinamool Congress,42916,20/24,Result in Progress,2026-05-04 11:55:39
2026_RESULTS,West Bengal,S25,258,S25-258,SONAMUKHI,DIBAKAR GHARAMI,Bharatiya Janata Party,KALLOL SAHA,All India Trinamool Congress,24550,16/21,Result in Progress,2026-05-04 11:55:39
2026_RESULTS,West Bengal,S25,147,S25-147,SONARPUR DAKSHIN,RUPA GANGULY,Bharatiya Janata Party,ARUNDHUTI MAITRA(LOVELY),All India Trinamool Congress,28985,13/21,Result in Progress,2026-05-04 11:55:39
2026_RESULTS,West Bengal,S25,151,S25-151,SONARPUR UTTAR,DEBASISH DHAR,Bharatiya Janata Party,FIRDOUSI BEGAM,All India Trinamool Congress,6492,13/22,Result in Progress,2026-05-04 11:55:39
2026_RESULTS,West Bengal,S25,186,S25-186,SREERAMPUR,TANMOY GHOSH,All India Trinamool Congress,BHASKAR BHATTACHARYA,Bharatiya Janata Party,2053,15/21,Result in Progress,2026-05-04 11:55:39
2026_RESULTS,West Bengal,S25,53,S25-053,SUJAPUR,SABINA YEASMIN,All India Trinamool Congress,ABDUL HANNAN,Indian National Congress,60287,20/20,Result Declared,2026-05-04 11:55:39
2026_RESULTS,West Bengal,S25,285,S25-285,SURI,JAGANNATH CHATTOPADHYAY,Bharatiya Janata Party,UJJAL CHATTERJEE,All India Trinamool Congress,12844,10/23,Result in Progress,2026-05-04 11:55:39
2026_RESULTS,West Bengal,S25,57,S25-057,SUTI,EMANI BISWAS,All India Trinamool Congress,MAHABIR GHOSH,Bharatiya Janata Party,13254,18/21,Result in Progress,2026-05-04 11:55:40
2026_RESULTS,West Bengal,S25,98,S25-098,SWARUPNAGAR,BINA MONDAL,All India Trinamool Congress,TARAK SAHA,Bharatiya Janata Party,10695,8/14,Result in Progress,2026-05-04 11:55:40
2026_RESULTS,West Bengal,S25,251,S25-251,TALDANGRA,SOUVIK PATRA,Bharatiya Janata Party,FALGUNI SINGHABABU,All India Trinamool Congress,40122,13/18,Result in Progress,2026-05-04 11:55:40
2026_RESULTS,West Bengal,S25,203,S25-203,TAMLUK,HARE KRISHNA BERA,Bharatiya Janata Party,DIPENDRA NARAYAN ROY,All India Trinamool Congress,26457,10/14,Result in Progress,2026-05-04 11:55:40
2026_RESULTS,West Bengal,S25,40,S25-040,TAPAN,BUDHRAI TUDU,Bharatiya Janata Party,CHINTAMANI BIHA,All India Trinamool Congress,34837,16/17,Result in Progress,2026-05-04 11:55:40
2026_RESULTS,West Bengal,S25,198,S25-198,TARAKESWAR,SANTU PAN,Bharatiya Janata Party,RAMENDU SINHARAY,All India Trinamool Congress,20210,13/21,Result in Progress,2026-05-04 11:55:40
2026_RESULTS,West Bengal,S25,78,S25-078,TEHATTA,DILIP KUMAR PODDAR,All India Trinamool Congress,SUBRATA KABIRAJ,Bharatiya Janata Party,947,12/23,Result in Progress,2026-05-04 11:55:40
2026_RESULTS,West Bengal,S25,152,S25-152,TOLLYGANJ,PAPIA ADHIKARY,Bharatiya Janata Party,AROOP BISWAS,All India Trinamool Congress,1522,10/16,Result in Progress,2026-05-04 11:55:40
2026_RESULTS,West Bengal,S25,9,S25-009,TUFANGANJ,MALATI RAVA ROY,Bharatiya Janata Party,SHIBSANKAR PAUL,All India Trinamool Congress,24932,13/20,Result in Progress,2026-05-04 11:55:40
2026_RESULTS,West Bengal,S25,182,S25-182,UDAYNARAYANPUR,SAMIR KUMAR PANJA,All India Trinamool Congress,PROBHAKAR PANDIT,Bharatiya Janata Party,35,8/14,Result in Progress,2026-05-04 11:55:40
2026_RESULTS,West Bengal,S25,178,S25-178,ULUBERIA DAKSHIN,PULAK ROY,All India Trinamool Congress,SWAMI MANGALANANDA PURI,Bharatiya Janata Party,10923,9/18,Result in Progress,2026-05-04 11:55:40
2026_RESULTS,West Bengal,S25,176,S25-176,ULUBERIA PURBA,RITABRATA BANERJEE,All India Trinamool Congress,RUDRA PROSAD BANERJEE,Bharatiya Janata Party,6161,13/16,Result in Progress,2026-05-04 11:55:40
2026_RESULTS,West Bengal,S25,177,S25-177,ULUBERIA UTTAR,BIMAL KUMAR DAS,All India Trinamool Congress,CHIRAN BERA,Bharatiya Janata Party,100,14/19,Result in Progress,2026-05-04 11:55:40
2026_RESULTS,West Bengal,S25,185,S25-185,UTTARPARA,DIPANJAN CHAKRABORTY,Bharatiya Janata Party,SIRSANYA BANDOPADHYAY,All India Trinamool Congress,9694,14/22,Result in Progress,2026-05-04 11:55:40
2026_RESULTS,West Bengal,S25,12,S25-012,ALIPURDUARS,PARITOSH DAS,Bharatiya Janata Party,SUMAN KANJILAL,All India Trinamool Congress,30002,11/22,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,102,S25-102,AMDANGA,MOHAMMAD KASEM SIDDIQUE,All India Trinamool Congress,ARINDAM DEY,Bharatiya Janata Party,12218,13/20,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,181,S25-181,AMTA,AMIT SAMANTA,Bharatiya Janata Party,SUKANTA KUMAR PAUL,All India Trinamool Congress,2874,11/16,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,200,S25-200,ARAMBAG,BAG HEMANTA,Bharatiya Janata Party,BAG MITA,All India Trinamool Congress,26672,21/23,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,280,S25-280,ASANSOL DAKSHIN,AGNIMITRA PAUL,Bharatiya Janata Party,TAPAS BANERJEE,All India Trinamool Congress,40839,15/15,Result Declared,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,281,S25-281,ASANSOL UTTAR,KRISHNENDU MUKHERJEE,Bharatiya Janata Party,MOLOY GHATAK,All India Trinamool Congress,11615,15/15,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,101,S25-101,ASHOKNAGAR,DR. SUMAY HIRA,Bharatiya Janata Party,NARAYAN GOSWAMI,All India Trinamool Congress,4368,19/21,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,273,S25-273,AUSGRAM,KALITA MAJI,Bharatiya Janata Party,SHYAMA PRASANNA LOHAR,All India Trinamool Congress,12535,16/16,Result Declared,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,99,S25-099,BADURIA,BURHANUL MUKADDIM (LITON),All India Trinamool Congress,SUKRITI KUMAR SARKAR,Bharatiya Janata Party,40061,21/21,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,94,S25-094,BAGDA,SOMA THAKUR,Bharatiya Janata Party,MADHUPARNA THAKUR,All India Trinamool Congress,30932,20/22,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,240,S25-240,BAGHMUNDI,RAHIDAS MAHATO,Bharatiya Janata Party,SUSHANTA MAHATO,All India Trinamool Congress,40817,22/22,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,180,S25-180,BAGNAN,ARUNAVA SEN,All India Trinamool Congress,PRAMANSHU RANA,Bharatiya Janata Party,3871,11/19,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,72,S25-072,BAHARAMPUR,SUBRATA MAITRA (KANCHAN),Bharatiya Janata Party,ADHIR RANJAN CHOWDHURY,Indian National Congress,23675,13/15,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,54,S25-054,BAISNABNAGAR,RAJU KARMAKAR,Bharatiya Janata Party,CHANDANA SARKAR,All India Trinamool Congress,39293,15/21,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,191,S25-191,BALAGARH,SUMANA SARKAR,Bharatiya Janata Party,RANJAN DHARA,All India Trinamool Congress,41914,13/13,Result Declared,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,239,S25-239,BALARAMPUR,JALADHAR MAHATO,Bharatiya Janata Party,SHANTIRAM MAHATO,All India Trinamool Congress,34329,20/22,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,169,S25-169,BALLY,SANJAY KUMAR SINGH,Bharatiya Janata Party,KAILASH KUMAR MISHRA,All India Trinamool Congress,2503,7/15,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,161,S25-161,BALLYGUNGE,SOBHANDEB CHATTOPADHYAY,All India Trinamool Congress,SHATORUPA,Bharatiya Janata Party,61476,16/16,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,39,S25-039,BALURGHAT,BIDYUT KUMAR ROY,Bharatiya Janata Party,ARPITA GHOSH,All India Trinamool Congress,45722,14/16,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,238,S25-238,BANDWAN,LABSEN BASKEY,Bharatiya Janata Party,RAJIB LOCHAN SAREN,All India Trinamool Congress,26736,16/20,Result in Progress,2026-05-04 12:16:07
2026_RESULTS,West Bengal,S25,96,S25-096,BANGAON DAKSHIN,SWAPAN MAJUMDER,Bharatiya Janata Party,RITUPARNA ADDHYA,All India Trinamool Congress,29748,15/21,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,95,S25-095,BANGAON UTTAR,ASHOK KIRTANIA,Bharatiya Janata Party,BISWAJIT DAS,All India Trinamool Congress,10075,12/21,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,252,S25-252,BANKURA,NILADRI SEKHAR DANA,Bharatiya Janata Party,DR. ANUP MANDAL,All India Trinamool Congress,54177,24/24,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,283,S25-283,BARABANI,ARIJIT ROY,Bharatiya Janata Party,BIDHAN UPADHYAY,All India Trinamool Congress,11722,12/12,Result Declared,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,113,S25-113,BARANAGAR,SAJAL GHOSH,Bharatiya Janata Party,SAYANTIKA BANERJEE,All India Trinamool Congress,13670,9/13,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,119,S25-119,BARASAT,SANKAR CHATTERJEE,Bharatiya Janata Party,SABYASACHI DUTTA,All India Trinamool Congress,8882,13/22,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,260,S25-260,BARDHAMAN DAKSHIN,MOUMITA BISWAS MISRA,Bharatiya Janata Party,KHOKAN DAS,All India Trinamool Congress,20790,13/16,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,266,S25-266,BARDHAMAN UTTAR,NISITH KUMAR MALIK,All India Trinamool Congress,SANJOY DAS,Bharatiya Janata Party,6645,3/16,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,253,S25-253,BARJORA,BILLESWAR SINHA,Bharatiya Janata Party,GOUTAM MISHRA (SHYAM),All India Trinamool Congress,33811,18/23,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,108,S25-108,BARRACKPUR,KAUSTUV BAGCHI,Bharatiya Janata Party,RAJ CHAKRABORTY (RAJU),All India Trinamool Congress,7562,9/15,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,140,S25-140,BARUIPUR PASCHIM,BIMAN BANERJEE,All India Trinamool Congress,BISWAJIT PAUL,Bharatiya Janata Party,10267,15/18,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,137,S25-137,BARUIPUR PURBA,BIVAS SARDAR,All India Trinamool Congress,TUMPA SARDAR,Bharatiya Janata Party,9576,9/18,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,128,S25-128,BASANTI,NILIMA MISTRY BISHAL,All India Trinamool Congress,BIKASH SARDAR,Bharatiya Janata Party,55795,13/17,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,124,S25-124,BASIRHAT DAKSHIN,SURAJIT MITRA (BADAL),All India Trinamool Congress,DR. SOURYA BANERJEE,Bharatiya Janata Party,9845,16/16,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,125,S25-125,BASIRHAT UTTAR,MD. TAUSEFFUR RAHMAN,All India Trinamool Congress,MD. MUSA KAREMULLA,All India Secular Front,39943,16/22,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,154,S25-154,BEHALA PASCHIM,DR. INDRANIL KHAN,Bharatiya Janata Party,RATNA CHATTERJEE,All India Trinamool Congress,16268,14/26,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,153,S25-153,BEHALA PURBA,SANKAR SIKDER,Bharatiya Janata Party,SUBHASISH CHAKRABORTY,All India Trinamool Congress,28561,22/25,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,71,S25-071,BELDANGA,BHARAT KUMAR JHAWAR,Bharatiya Janata Party,RABIUL ALAM CHOWDHURY,All India Trinamool Congress,9132,13/16,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,164,S25-164,BELEGHATA,KUNAL KUMAR GHOSH,All India Trinamool Congress,PARTHA CHAUDHURY,Bharatiya Janata Party,30402,15/23,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,159,S25-159,BHABANIPUR,MAMATA BANERJEE,All India Trinamool Congress,ADHIKARI SUVENDU,Bharatiya Janata Party,5349,13/20,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,214,S25-214,BHAGABANPUR,SANTANU PRAMANIK,Bharatiya Janata Party,MANAB KUMAR PARUA,All India Trinamool Congress,15033,15/19,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,62,S25-062,BHAGAWANGOLA,REYAT HOSSAIN SARKAR,All India Trinamool Congress,MAHAMUDAL HASAN,Communist Party of India (Marxist),56407,21/21,Result Declared,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,148,S25-148,BHANGAR,MD NAWSAD SIDDIQUE,All India Secular Front,SAOKAT MOLLA,All India Trinamool Congress,28316,12/17,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,69,S25-069,BHARATPUR,MUSTAFIJUR RAHAMAN (SUMAN),All India Trinamool Congress,ANAMIKA GHOSH,Bharatiya Janata Party,30753,14/14,Result Declared,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,267,S25-267,BHATAR,KARFA SOUMEN,Bharatiya Janata Party,KONER SHANTANU,All India Trinamool Congress,6528,14/14,Result Declared,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,105,S25-105,BHATPARA,PAWAN KUMAR SINGH,Bharatiya Janata Party,AMIT GUPTA,All India Trinamool Congress,22807,12/12,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,116,S25-116,BIDHANNAGAR,SHARADWAT MUKHERJEE,Bharatiya Janata Party,SUJIT BOSE,All India Trinamool Congress,31831,11/15,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,103,S25-103,BIJPUR,SUDIPTA DAS,Bharatiya Janata Party,SUBODH ADHIKARY,All India Trinamool Congress,12934,8/10,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,237,S25-237,BINPUR,DR. PRANAT TUDU,Bharatiya Janata Party,BIRBAHA HANSDA,All India Trinamool Congress,23132,21/22,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,146,S25-146,BISHNUPUR,DILIP MONDAL,All India Trinamool Congress,ABHIJIT SARDAR,Bharatiya Janata Party,30029,12/17,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,255,S25-255,BISHNUPUR,SHUKLA CHATTERJEE,Bharatiya Janata Party,TANMAY GHOSH (BUMBA),All India Trinamool Congress,30700,15/19,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,286,S25-286,BOLPUR,CHANDRANATH SINHA,All India Trinamool Congress,DILIP GHOSH,Bharatiya Janata Party,31612,12/22,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,156,S25-156,BUDGE BUDGE,ASHOK KUMAR DEB,All India Trinamool Congress,DR TARUN KUMAR ADAK,Bharatiya Janata Party,35402,7/12,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,67,S25-067,BURWAN,SUKHEN KUMAR BAGDI,Bharatiya Janata Party,PROTIMA RAJAK,All India Trinamool Congress,22300,13/13,Result Declared,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,138,S25-138,CANNING PASCHIM,PARESH RAM DAS,All India Trinamool Congress,Prasanta Bayen,Bharatiya Janata Party,33759,16/21,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,139,S25-139,CANNING PURBA,MD BAHARUL ISLAM,All India Trinamool Congress,ARABUL ISLAM,All India Secular Front,63789,17/21,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,91,S25-091,CHAKDAHA,BANKIM CHANDRA GHOSH,Bharatiya Janata Party,SUBHANKAR SINGHA (JISHU),All India Trinamool Congress,33598,16/21,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,31,S25-031,CHAKULIA,AZAD MINHAJUL ARFIN,All India Trinamool Congress,MANOJ KUMAR JAIN,Bharatiya Janata Party,25213,15/18,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,187,S25-187,CHAMPDANI,DILIP SINGH,Bharatiya Janata Party,ARINDAM GUIN (BUBAI),All India Trinamool Congress,179,18/22,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,45,S25-045,CHANCHAL,PRASUN BANERJEE,All India Trinamool Congress,RATAN DAS,Bharatiya Janata Party,64537,16/18,Result in Progress,2026-05-04 12:16:08
2026_RESULTS,West Bengal,S25,189,S25-189,CHANDANNAGAR,Deepanjan Kumar Guha,Bharatiya Janata Party,Indranil Sen,All India Trinamool Congress,9981,13/20,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,211,S25-211,CHANDIPUR,PIJUSH KANTI DAS,Bharatiya Janata Party,UTTAM BARIK,All India Trinamool Congress,15765,11/13,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,194,S25-194,CHANDITALA,SWATI KHANDOKER,All India Trinamool Congress,DEBASISH MUKHERJEE,Bharatiya Janata Party,18049,21/24,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,232,S25-232,CHANDRAKONA,SUKANTA DOLUI,Bharatiya Janata Party,DOLOI SURJYA KANTA,All India Trinamool Congress,33028,18/19,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,82,S25-082,CHAPRA,JEBER SEKH,All India Trinamool Congress,SAIKAT SARKAR,Bharatiya Janata Party,37147,11/14,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,248,S25-248,CHHATNA,SATYANARAYAN MUKHOPADHYAY,Bharatiya Janata Party,SWAPAN KUMAR MONDAL,All India Trinamool Congress,41191,20/22,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,28,S25-028,CHOPRA,HAMIDUL RAHAMAN,All India Trinamool Congress,SANKAR ADHIKARI,Bharatiya Janata Party,43542,16/20,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,162,S25-162,CHOWRANGEE,BANDYOPADHYAY NAYNA,All India Trinamool Congress,SANTOSH KUMAR PATHAK,Bharatiya Janata Party,21011,20/21,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,190,S25-190,CHUNCHURA,SUBIR NAG,Bharatiya Janata Party,DEBANGSHU BHATTACHARYA,All India Trinamool Congress,32587,18/27,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,4,S25-004,COOCHBEHAR DAKSHIN,RATHINDRA BOSE,Bharatiya Janata Party,AVIJIT DE BHOWMIK,All India Trinamool Congress,7896,16/20,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,3,S25-003,COOCHBEHAR UTTAR,SUKUMAR RAY,Bharatiya Janata Party,PARTHA PRATIM RAY,All India Trinamool Congress,32327,12/23,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,19,S25-019,DABGRAM-FULBARI,SIKHA CHATTERJEE,Bharatiya Janata Party,RANJAN SIL SHARMA,All India Trinamool Congress,95050,15/18,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,219,S25-219,DANTAN,AJIT KUMAR JANA,Bharatiya Janata Party,MANIK MAITI,All India Trinamool Congress,10376,19/19,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,23,S25-023,DARJEELING,NOMAN RAI,Bharatiya Janata Party,BIJOY KUMAR RAI,Bharatiya Gorkha Prajatantrik Morcha,6057,17/17,Result Declared,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,230,S25-230,DASPUR,TAPAN KUMAR DUTTA,Bharatiya Janata Party,ASHIS HUDAIT,All India Trinamool Congress,28334,17/19,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,229,S25-229,DEBRA,SUBHASHIS OM,Bharatiya Janata Party,RAJIB BANERJEE,All India Trinamool Congress,26318,16/18,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,120,S25-120,DEGANGA,ANISUR RAHAMAN BIDESH,All India Trinamool Congress,MD MOFIDUL HOQUE SAHAJI MINTU,All India Secular Front,17818,20/20,Result Declared,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,197,S25-197,DHANEKHALI,ASIMA PATRA,All India Trinamool Congress,BARNALI DAS,Bharatiya Janata Party,11682,10/12,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,15,S25-015,DHUPGURI,NARESH ROY,Bharatiya Janata Party,NIRMAL CHANDRA ROY,All India Trinamool Congress,34712,12/14,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,143,S25-143,DIAMOND HARBOUR,PANNA LAL HALDER,All India Trinamool Congress,DIPAK KUMAR HALDER,Bharatiya Janata Party,25003,11/22,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,7,S25-007,DINHATA,AJAY RAY,Bharatiya Janata Party,UDAYAN GUHA,All India Trinamool Congress,17187,24/25,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,184,S25-184,DOMJUR,TAPAS MAITY,All India Trinamool Congress,GOBINDA HAZRA,Bharatiya Janata Party,42242,19/21,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,75,S25-075,DOMKAL,MD. MOSTAFIJUR RAHAMAN,Communist Party of India (Marxist),HUMAYUN KABIR,All India Trinamool Congress,12142,12/18,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,284,S25-284,DUBRAJPUR,ANUP KUMAR SAHA,Bharatiya Janata Party,NARESH CHANDRA BAURI,All India Trinamool Congress,26129,19/21,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,114,S25-114,DUM DUM,ARIJIT BAKSHI,Bharatiya Janata Party,BRATYABRATA BASU,All India Trinamool Congress,20780,10/15,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,110,S25-110,DUM DUM UTTAR,SOURAV SIKDAR,Bharatiya Janata Party,CHANDRIMA BHATTACHARYA,All India Trinamool Congress,10851,8/15,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,277,S25-277,DURGAPUR PASCHIM,LAKSHMAN CHANDRA GHORUI,Bharatiya Janata Party,KABI DUTTA,All India Trinamool Congress,23641,13/20,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,276,S25-276,DURGAPUR PURBA,CHANDRA SEKHAR BANERJEE,Bharatiya Janata Party,PRADIP MAZUMDAR,All India Trinamool Congress,30233,18/19,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,218,S25-218,EGRA,ADHIKARI DIBYENDU,Bharatiya Janata Party,TARUN KUMAR MAITY,All India Trinamool Congress,18913,12/14,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,51,S25-051,ENGLISH BAZAR,AMLAN BHADURI (BURO),Bharatiya Janata Party,ASIS KUNDU (PATA),All India Trinamool Congress,59130,14/22,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,163,S25-163,ENTALLY,SANDIPAN SAHA,All India Trinamool Congress,DR. PRIYANKA TIBREWAL,Bharatiya Janata Party,19491,18/21,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,13,S25-013,FALAKATA,DIPAK BARMAN,Bharatiya Janata Party,SUBHASH CHANDRA ROY,All India Trinamool Congress,18436,12/21,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,144,S25-144,FALTA,,,,,-,-,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,55,S25-055,FARAKKA,MOTAB SHAIKH,Indian National Congress,SUNIL CHOWDHURI,Bharatiya Janata Party,8193,19/19,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,97,S25-097,GAIGHATA,SUBRATA THAKUR,Bharatiya Janata Party,NAROTTAM BISWAS,All India Trinamool Congress,29996,13/20,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,274,S25-274,GALSI,RAJU PATRA,Bharatiya Janata Party,ALOK KUMAR MAJHI,All India Trinamool Congress,22559,9/16,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,41,S25-041,GANGARAMPUR,SATYENDRA NATH ROY,Bharatiya Janata Party,Goutam Das,All India Trinamool Congress,21452,11/18,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,233,S25-233,GARBETA,PRADIP LODHA,Bharatiya Janata Party,UTTARA SINGHA (HAZRA),All India Trinamool Congress,30035,15/17,Result in Progress,2026-05-04 12:16:09
2026_RESULTS,West Bengal,S25,44,S25-044,GAZOLE,CHINMOY DEB BARMAN,Bharatiya Janata Party,PRASENJIT DAS,All India Trinamool Congress,24867,18/21,Result in Progress,2026-05-04 12:16:09
